WKT,pops_number,borough_name,borough_code,community_board,address_number,street_name,zip_code,building_address_with_zip_code,tax_block,tax_lot,building_name,building_location,year_completed,building_constructed,public_space_type,developer,building_architect,principal_public_space_designer,size_required,hour_of_access_required,amenities_required,other_required,permitted_amenities,physically_disabled_access,latitude,longitude,xcoordinate,ycoordinate,bin,postcode,council_district,census_tract,bbl,nta,location,tpadbin,tpadbinstatus
"POINT (-73.975876 40.75008)",M060026,Manhattan,"1","06","622",THIRD AVENUE,"10017","622 THIRD AVENUE, New York, NY 10017","01295","0033",Grand Central Plaza,Northwest corner of East 40th Street and Third Avenue,"1971",Completed,"Arcade; Landscaped Terrace; Plaza; Through Block Arcade; Urban Plaza","Tishman Realty and Construction Co., Inc.","Emery Roth & Sons; Moed de Armas & Shannon","Emery Roth & Sons; Moed de Armas & Shannon/Thomas Balsley Associates (for alteration, under construction)","Arcade 1398.00 sf; Landscaped Terrace 0.00 sf; Plaza 3913.00 sf; Through Block Arcade 4621.00 sf; Urban Plaza 7906.00 sf","24 Hours; Restricted Hours","Bicycle Parking; Elevator; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space",stairway from Third Avenue to Landscaped Terrace,,Full/Partial,40.75008,-73.975876,"0990934","0212552","1089024","10017","4","80","1012950033",,POINT(-73.975876 40.75008),,No activity
"POINT (-73.9741 40.752748)",M060027,Manhattan,"1","06","140",EAST 45 STREET,"10017","140 EAST 45 STREET, New York, NY 10017","01299","0027",Two Grand Central Tower,South side of East 45th Street between Third and Lexington  Avenues,"1982",Completed,"Arcade; Sidewalk Widening; Urban Plaza",Harry Macklowe,"Schuman, Lichtenstein, Claman, Efron","Schuman, Lichtenstein, Claman, Efron","Arcade 4196.00 sf; Sidewalk Widening 1000.00 sf; Urban Plaza 1000.00 sf",24 Hours,"Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street",,,Full/Partial,40.752748,-73.9741,"0991426","0213524","1036176","10017","4","92","1012990027",,POINT(-73.9741 40.752748),,No activity
"POINT (-73.972442 40.755138)",M060028,Manhattan,"1","06","141",EAST 48 STREET,"10017","141 EAST 48 STREET, New York, NY 10017","01303","7501",Cosmopolitan,North side of East 48th Street between Third and Lexington Avenues,"1985",Completed,"Pedestrian Circulation Space; Urban Plaza","William Zeckendorf, Jr.",The Gruzen Partnership,"Thomas Balsley Associates, Skordas Design Studio (Cafe cert 2015)","Pedestrian Circulation Space 0.00 sf; Urban Plaza 2760.83 sf",24 Hours,"Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,Open Air Cafe,Full/Partial,40.755138,-73.972442,"0991885","0214395","1036233","10017","4","92","1013037501",,POINT(-73.972442 40.755138),,No activity
"POINT (-73.971785 40.755012)",M060029,Manhattan,"1","06","780",THIRD AVENUE,"10017","780 THIRD AVENUE, New York, NY 10017","01303","0033",,West side of Third Avenue between East 48th and 49th Streets,"1984",Completed,"Sidewalk Widening; Urban Plaza","Cohen Brothers; Cadillac Fairview","Skidmore, Owings & Merrill","Skidmore, Owings & Merrill","Sidewalk Widening 2882.00 sf; Urban Plaza 3745.50 sf",24 Hours,"Lighting; Litter Receptacles; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,None,40.755012,-73.971785,"0992067","0214349","1036228","10017","4","92","1013030033",,POINT(-73.971785 40.755012),,No activity
"POINT (-73.971355 40.755635)",M060030,Manhattan,"1","06","800",THIRD AVENUE,"10022","800 THIRD AVENUE, New York, NY 10022","01304","0033",,West side of Third Avenue between East 49th and 50th Streets,"1972",Completed,"Arcade; Plaza","Cohen, Levy & Wohl",Emery Roth & Sons,Emery Roth & Sons,"Arcade 1626.67 sf; Plaza 6739.25 sf",24 Hours,None,,,Full/Partial,40.755635,-73.971355,"0992186","0214576","1036446","10022","4","100","1013040033",,POINT(-73.971355 40.755635),,No activity
"POINT (-73.970752 40.757866)",M060031,Manhattan,"1","06","599",LEXINGTON AVENUE,"10022","599 LEXINGTON AVENUE, New York, NY 10022","01307","0023",,East side of Lexington Avenue between East 52nd and 53rd Streets,"1985",Completed,Open Space and Sidewalk Widenings,Boston Properties,Edward Larrabee Barnes Associates,Edward Larrabee Barnes Associates,Open Space and Sidewalk Widenings 0.00 sf,24 Hours,"Plaque/Sign; Subway; Trees on Street",,Other Permitted,Full/Partial,40.757866,-73.970752,"0992353","0215389","1036467","10022","4","100","1013070023",,POINT(-73.970752 40.757866),,No activity
"POINT (-73.970037 40.758398)",M060032,Manhattan,"1","06","153",EAST 53 STREET,"10022","153 EAST 53 STREET, New York, NY 10022","01308","7501",Citigroup Center,Full blockfront on east side of Lexington Avenue between East 53rd and East 54th Streets,"1975",Completed,"Covered Pedestrian Space; Open Air Concourse; Plaza; Through Block Arcade",First National City Bank,Hugh Stubbins and Associates/Emery Roth & Sons,"Hugh Stubbins and Associates/Emery Roth & Sons; Gwathmey Siegel & Associates (for alteration in 1995); Ricardo Zurita Architecture and Planning (for alteration in 2003); Gensler Architecture Design (for 2016 design change)","Covered Pedestrian Space 7247.00 sf; Open Air Concourse 5873.00 sf; Plaza 2266.00 sf; Through Block Arcade 4170.00 sf","24 Hours; Closing for Events; Restricted Hours","Artwork; Escalator; Food Service; Litter Receptacles; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees on Street; Trees within Space","access to Covered Pedestrian Space from southwest corner of building on East 53rd Street, from northeast corner of building on Third Avenue through retail space and restaurant, from Open Air Concourse through building lobby, from Plaza on Lexington Avenue",,Full/Partial,40.758398,-73.970037,"0992551","0215583","1036474","10022","4","100","1013087501",,POINT(-73.970037 40.758398),,No activity
"POINT (-73.969094 40.758703)",M060033,Manhattan,"1","06","900",THIRD AVENUE,"10022","900 THIRD AVENUE, New York, NY 10022","01309","0032",,West side of Third Avenue between East 54th and 55th Streets,"1983",Completed,Sidewalk Widening,Progress Partners,Pelli/Vinoly,Pelli/Vinoly,Sidewalk Widening 2300.00 sf,24 Hours,Trees on Street,,,Full/Partial,40.758703,-73.969094,"0992812","0215694","1081162","10022","4","100","1013090032",,POINT(-73.969094 40.758703),,No activity
"POINT (-73.968094 40.760198)",M060034,Manhattan,"1","06","950",THIRD AVENUE,"10022","950 THIRD AVENUE, New York, NY 10022","01311","0040",,Southwest corner of Third Avenue and East 57th Street,"1971",Completed,Plaza,Greenwich Savings Bank,Kahn and Jacobs,Kahn and Jacobs,Plaza 2305.00 sf,24 Hours,None,,,Full/Partial,40.760198,-73.968094,"0993089","0216239","1036882","10022","4","112.03","1013110040",,POINT(-73.968094 40.760198),,No activity
"POINT (-73.967924 40.761036)",M060035,Manhattan,"1","06","150",EAST 58 STREET,"10155","150 EAST 58 STREET, New York, NY 10155","01312","0041",Architects and Designers,South side of East 58th Street between Third and Lexington Avenues,"1969",Completed,Plaza,,Pomerance & Breines,Pomerance & Breines,Plaza 3600.00 sf,24 Hours,None,,,Full/Partial,40.761036,-73.967924,"0993136","0216544","1036915","10155","4","112.03","1013120041",,POINT(-73.967924 40.761036),,No activity
"POINT (-73.973343 40.748957)",M060037,Manhattan,"1","06","245",EAST 40 STREET,"10016","245 EAST 40 STREET, New York, NY 10016","01314","0021",Marlborough,Northwest corner of East 40th Street and Second Avenue,"1973",Completed,"Arcade; Plaza",,Emery Roth & Sons,Emery Roth & Sons,"Arcade 648.00 sf; Plaza 7505.30 sf",24 Hours,None,,,Full/Partial,40.748957,-73.973343,"0991636","0212143","1037175","10016","4","88","1013140021",,POINT(-73.973343 40.748957),,No activity
"POINT (-73.973675 40.74921)",M060038,Manhattan,"1","06","235",EAST 40 STREET,"10016","235 EAST 40 STREET, New York, NY 10016","01314","7501",Vanderbilt,South side of East 41st Street between Second and Third Avenues,"1986",Completed,Residential Plaza,Zeckendorf Worldwide,Frank Williams & Associates,M. Paul Friedberg & Partners,Residential Plaza 9003.93 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.74921,-73.973675,"0991544","0212235","1037178","10016","4","88","1013147501",,POINT(-73.973675 40.74921),,No activity
"POINT (-73.973982 40.750107)",M060039,Manhattan,"1","06","212",EAST 42 STREET,"10017","212 EAST 42 STREET, New York, NY 10017","01315","0044",New York Helmsley Hotel,South side of East 42nd Street between Second and Third Avenues,"1980",Completed,Urban Plaza,Harry B. Helmsley,Emery Roth & Sons,Emery Roth & Sons,Urban Plaza 3040.00 sf,24 Hours,"Lighting; Litter Receptacles; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.750107,-73.973982,"0991459","0212562","1037547","10017","4","88","1013150044",,POINT(-73.973982 40.750107),,No activity
"POINT (-73.973869 40.751016)",M060040,Manhattan,"1","06","201",EAST 42 STREET,"10017","201 EAST 42 STREET, New York, NY 10017","01316","0001",,Northeast corner of East 42nd Street and Third Avenue,"1965",Completed,Plaza,,Emery Roth & Sons,Ted Moudis Associates [2000 Sources: Emery Roth & Sons],Plaza 1997.00 sf,24 Hours,"Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street",,,Full/Partial,40.751016,-73.973869,"0991490","0212893","1037549","10017","4","88","1013160001",,POINT(-73.973869 40.751016),,No activity
"POINT (-73.973331 40.751581)",M060041,Manhattan,"1","06","685",THIRD AVENUE,"10017","685 THIRD AVENUE, New York, NY 10017","01317","0001",,East side of Third Avenue between East 43rd and 44th Streets,"1975",Completed,"Augmented Sidewalk; Vest Pocket Park",American Home Products Corporation,Emery Roth & Sons,Emery Roth & Sons,"Augmented Sidewalk 570.00 sf; Vest Pocket Park 4000.00 sf","24 Hours; Restricted Hours","Food Service; Lighting; Planting; Seating; Tables; Trees on Street; Trees within Space",,,Full/Partial,40.751581,-73.973331,"0991639","0213099","1037555","10017","4","88","1013170001",,POINT(-73.973331 40.751581),,No activity
"POINT (-73.970433 40.752857)",M060044,Manhattan,"1","06","240",EAST 47 STREET,"10017","240 EAST 47 STREET, New York, NY 10017","01320","7501",Dag Hammarskjold Tower,West side of Second Avenue between East 46th and 47th Streets,"1982",Completed,"Non-Bonused Space; Residential Plaza","R. H. Sanbar Projects, Inc.","Gruzen & Partners; Philip Birnbaum & Associates","M. Paul Friedberg & Partners; Raquel Ramati Associates (for alteration in 2003)","Non-Bonused Space 0.00 sf; Residential Plaza 9638.56 sf","24 Hours; Restricted Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.752857,-73.970433,"0992442","0213564","1037607","10017","4","90","1013207501",,POINT(-73.970433 40.752857),,No activity
"POINT (-73.971659 40.753272)",M060045,Manhattan,"1","06","212",EAST 47 STREET,"10017","212 EAST 47 STREET, New York, NY 10017","01320","7506",L'Ecole,South side of East 47th Street between Second and Third Avenues,"1979",Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 5316.00 sf,24 Hours,None,,,Full/Partial,40.753272,-73.971659,"0992102","0213715","1037599","10017","4","90","1013207506",,POINT(-73.971659 40.753272),,No activity
"POINT (-73.972049 40.75348)",M060046,Manhattan,"1","06","747",THIRD AVENUE,"10017","747 THIRD AVENUE, New York, NY 10017","01320","0046",,East side of Third Avenue between East 46th and 47th Streets,"1972",Completed,Plaza,"William Kaufman, Louis Feil",Emery Roth & Sons,"Emery Roth & Sons; Mojo Stumer Associates, Mark K. Morrison, and Brandston Partnership (for alteration in 2012)",Plaza 4572.58 sf,24 Hours,"Artwork; Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street",,,Full/Partial,40.75348,-73.972049,"0991994","0213791","1081179","10017","4","90","1013200046",,POINT(-73.972049 40.75348),,No activity
"POINT (-73.970226 40.753494)",M060047,Manhattan,"1","06","885",SECOND AVENUE,"10017","885 SECOND AVENUE, New York, NY 10017","01321","0022",1 Dag Hammarskjold Plaza,West side of Second Avenue between East 47th and 48th Streets,"1972",Completed,"Additional Plaza; Plaza","Arthur Belfer, L. Ruben, Jerome Weinstein,  Annbar Associates",Emery Roth & Sons,Emery Roth & Sons,"Additional Plaza 0.00 sf; Plaza 13962.00 sf",24 Hours,"Planting; Seating",,,Full/Partial,40.753494,-73.970226,"0992499","0213796","1037988","10017","4","90","1013210022",,POINT(-73.970226 40.753494),,No activity
"POINT (-73.971406 40.754219)",M060048,Manhattan,"1","06","767",THIRD AVENUE,"10017","767 THIRD AVENUE, New York, NY 10017","01321","0047",,Southeast corner of Third Avenue and East 48th Street,"1981",Completed,"Arcade; Urban Plaza",William Kaufman Organization,Fox & Fowle Architects,Fox & Fowle Architects,"Arcade 5067.74 sf; Urban Plaza 3065.50 sf",24 Hours,"Lighting; Litter Receptacles; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.754219,-73.971406,"0992172","0214060","1037996","10017","4","90","1013210047",,POINT(-73.971406 40.754219),,No activity
"POINT (-73.971092 40.754712)",M060049,Manhattan,"1","06","777",THIRD AVENUE,"10017","777 THIRD AVENUE, New York, NY 10017","01322","0001",,East side of Third Avenue between East 48th and 49th Streets,"1963",Completed,"Arcade; Plaza","William Kaufman, Jack Weiner, Benjamin Swig",William Lescaze,William Lescaze,"Arcade 5529.00 sf; Plaza 6393.00 sf",24 Hours,None,,,Full/Partial,40.754712,-73.971092,"0992259","0214240","1038000","10017","4","90","1013220001",,POINT(-73.971092 40.754712),,No activity
"POINT (-73.96906 40.754635)",M060050,Manhattan,"1","06","255",EAST 49 STREET,"10017","255 EAST 49 STREET, New York, NY 10017","01323","7501",Sterling Plaza,Northwest corner of East 49th Street and Second Avenue,"1985",Completed,Residential Plaza,,"Schuman, Lichtenstein, Claman, Efron",Vreeland & Guerriero Landscape Architects,Residential Plaza 4759.39 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.754635,-73.96906,"0992822","0214212","1038254","10017","4","98","1013237501",,POINT(-73.96906 40.754635),,No activity
"POINT (-73.97054 40.755388)",M060051,Manhattan,"1","06","805",THIRD AVENUE,"10022","805 THIRD AVENUE, New York, NY 10022","01323","0047",Crystal Pavilion,East side of Third Avenue between East 49th and 50th Streets,"1982",Completed,Covered Pedestrian Space,Sherman and Edward B. Cohen,Emery Roth & Sons,Bromley Jacobson,Covered Pedestrian Space 0.00 sf,Restricted Hours,"Climate Control; Escalator; Lighting; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Tables; Trees within Space; Water Feature","skylight; no banks, insurance or travel agencies, or similar businesses may face Covered Pedestrian Space",,Full/Partial,40.755388,-73.97054,"0992412","0214486","1038243","10022","4","98","1013230047",,POINT(-73.97054 40.755388),,No activity
"POINT (-73.970095 40.755906)",M060052,Manhattan,"1","06","825",THIRD AVENUE,"10022","825 THIRD AVENUE, New York, NY 10022","01324","0001",,Northeast corner of East 50th Street and Third Avenue,"1969",Completed,Plaza,The Durst Organization,Emery Roth & Sons,Emery Roth & Sons,Plaza 3969.00 sf,24 Hours,None,,,Full/Partial,40.755906,-73.970095,"0992535","0214675","1081185","10022","4","98","1013240001",,POINT(-73.970095 40.755906),,No activity
"POINT (-73.969196 40.757218)",M060054,Manhattan,"1","06","875",THIRD AVENUE,"10022","875 THIRD AVENUE, New York, NY 10022","01326","0001",,East side of Third Avenue between East 52nd and 53rd Streets,"1980",Completed,"Arcade; Covered Pedestrian Space; Open Space; Public Circulation Space",Madison Equities,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; David Kenneth Specter","Arcade 620.00 sf; Covered Pedestrian Space 6975.00 sf; Open Space 0.00 sf; Public Circulation Space 0.00 sf","24 Hours; Restricted Hours","Climate Control; Escalator; Food Service; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees on Street",2 security guards to patrol spaces during public hours,Other Permitted,Full/Partial,40.757218,-73.969196,"0992784","0215153","1038517","10022","4","98","1013260001",,POINT(-73.969196 40.757218),,No activity
"POINT (-73.968777 40.757885)",M060055,Manhattan,"1","06","885",THIRD AVENUE,"10022","885 THIRD AVENUE, New York, NY 10022","01327","7504",,East side of Third Avenue between East 53rd and 54th Streets,"1985",Completed,Pedestrian Circulation Space,Gerald Hines,John Burgee Architects with Philip Johnson,John Burgee Architects with Philip Johnson,Pedestrian Circulation Space 0.00 sf,24 Hours,"Lighting; Planting; Plaque/Sign; Subway; Trees on Street",,,Full/Partial,40.757885,-73.968777,"0992900","0215396","1038549","10022","4","98","1013277504",,POINT(-73.968777 40.757885),,No activity
"POINT (-73.967903 40.758299)",M060056,Manhattan,"1","06","909",THIRD AVENUE,"10022","909 THIRD AVENUE, New York, NY 10022","01328","0001",,East Side of Third Avenue between East 54th and 55th Streets,"1967",Completed,"Arcade; Plaza","Tishman Realty & Construction Co., Inc.",Emery Roth & Sons,Emery Roth & Sons,"Arcade 7020.15 sf; Plaza 4622.08 sf",24 Hours,None,,,Full/Partial,40.758299,-73.967903,"0993142","0215547","1038570","10022","4","108","1013280001",,POINT(-73.967903 40.758299),,No activity
"POINT (-73.966795 40.757849)",M060057,Manhattan,"1","06","245",EAST 54 STREET,"10022","245 EAST 54 STREET, New York, NY 10022","01328","0021",Brevard,West side of Second Avenue between East 54th and 55th Streets,"1974",Completed,"Plaza; Residential Plaza",,Philip Birnbaum,Sidney Philip Gilbert & Associates,"Plaza 3358.30 sf; Residential Plaza 5755.48 sf","24 Hours; Restricted Hours","Bicycle Parking; Drinking Fountain; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature",video surveillance cameras,Open Air Cafe,Full/Partial,40.757849,-73.966795,"0993449","0215383","1038575","10022","4","108","1013280021",,POINT(-73.966795 40.757849),,No activity
